Id,Category
256,1
257,5
258,6
259,1
260,5
261,4
262,6
263,2
264,5
265,6
266,5
267,3
268,1
269,5
270,5
271,5
272,2
273,6
274,3
275,2
276,2
277,6
278,3
279,5
280,5
281,2
282,2
283,1
284,6
285,4
286,6
287,6
288,1
289,2
290,2
291,4
292,4
293,2
294,2
295,6
296,4
297,3
298,5
299,6
300,1
301,6
302,2
303,2
304,1
305,4
306,3
307,6
308,2
309,2
310,4
311,2
312,2
313,5
314,4
315,5
316,1
317,5
318,1
319,4
320,4
321,5
322,3
323,6
324,5
325,5
326,3
327,6
328,5
329,4
330,4
331,4
332,1
333,4
334,6
335,2
336,6
337,2
338,4
339,1
340,3
341,4
342,4
343,2
344,2
345,6
346,5
347,6
348,2
349,6
350,3
351,1
352,6
353,5
354,1
355,6
356,3
357,4
358,5
359,6
360,1
361,5
362,1
363,4
364,5
365,3
366,3
367,3
368,1
369,4
370,1
371,6
372,1
373,3
374,3
375,5
376,6
377,4
378,1
379,6
380,5
381,1
382,6
383,2
384,6
385,2
386,6
387,6
388,6
389,2
390,2
391,1
392,5
393,6
394,3
395,3
396,2
397,4
398,3
399,5
400,4
401,2
402,5
403,5
404,6
405,1
406,3
407,5
408,4
409,2
410,4
411,5
412,3
413,2
414,4
415,5
416,2
417,6
418,1
419,2
420,4
421,3
422,3
423,4
424,1
425,2
426,1
427,3
428,5
429,6
430,5
431,4
432,2
433,5
434,3
435,1
436,4
437,3
438,6
439,2
440,1
441,1
442,2
443,6
444,4
445,1
446,2
447,2
448,3
449,3
450,1
451,2
452,5
453,5
454,6
455,4
456,2
457,2
458,5
459,1
460,1
461,2
462,5
463,1
464,1
465,3
466,4
467,1
468,4
469,4
470,6
471,4
472,6
473,2
474,4
475,6
476,2
477,3
478,2
479,4
480,5
481,6
482,4
483,4
484,5
485,5
486,3
487,1
488,1
489,2
490,1
491,1
492,1
493,4
494,3
495,3
496,2
497,5
498,6
499,1
500,4
501,2
502,5
503,3
504,6
505,2
506,6
507,6
508,6
509,4
510,3
511,3
512,1
513,6
514,3
515,1
516,6
517,5
518,5
519,5
520,3
521,6
522,3
523,6
524,6
525,2
526,6
527,3
528,4
529,1
530,5
531,4
532,3
533,2
534,5
535,6
536,4
537,6
538,2
539,3
540,1
541,1
542,3
543,5
544,1
545,3
546,1
547,1
548,2
549,6
550,5
551,6
552,2
553,3
554,3
555,1
556,5
557,6
558,5
559,4
560,6
561,6
562,4
563,4
564,5
565,5
566,4
567,4
568,5
569,6
570,6
571,6
572,1
573,1
574,5
575,1
576,6
577,5
578,5
579,5
580,4
581,6
582,4
583,6
584,6
585,2
586,4
587,1
588,5
589,6
590,5
591,6
592,4
593,1
594,4
595,5
596,1
597,4
598,4
599,5
600,6
601,5
602,1
603,4
604,4
605,2
606,3
607,5
608,4
609,5
610,5
611,6
612,1
613,1
614,6
615,1
616,3
617,3
618,5
619,6
620,6
621,2
622,5
623,1
624,6
625,6
626,4
627,1
628,2
629,5
630,5
631,6
632,3
633,5
634,1
635,2
636,1
637,3
638,3
639,4
640,1
641,1
642,5
643,3
644,6
645,5
646,5
647,5
648,1
649,4
650,2
651,1
652,1
653,3
654,5
655,2
656,6
657,6
658,6
659,3
660,5
661,5
662,5
663,6
664,4
665,4
666,5
667,3
668,3
669,6
670,6
671,2
672,3
673,6
674,6
675,4
676,6
677,2
678,6
679,6
680,4
681,5
682,1
683,3
684,5
685,2
686,6
687,2
688,1
689,4
690,5
691,5
692,3
693,6
694,5
695,2
696,4
697,2
698,6
699,1
700,2
701,1
702,4
703,4
704,1
705,5
706,5
707,6
708,4
709,5
710,6
711,2
712,4
713,3
714,6
715,5
716,6
717,4
718,2
719,5
720,6
721,6
722,5
723,3
724,4
725,6
726,3
727,2
728,2
729,2
730,3
731,1
732,2
733,1
734,6
735,5
736,3
737,1
738,6
739,3
740,6
741,2
742,3
743,5
744,1
745,6
746,1
747,2
748,3
749,4
750,2
751,3
752,5
753,4
754,6
755,2
756,1
757,3
758,4
759,1
760,6
761,1
762,5
763,3
764,5
765,5
766,1
767,6
768,1
769,6
770,5
771,4
772,5
773,3
774,1
775,4
776,4
777,1
778,4
779,4
780,3
781,2
782,5
783,2
784,4
785,2
786,3
787,4
788,3
789,6
790,3
791,6
792,3
793,6
794,1
795,2
796,1
797,5
798,4
799,6
800,2
801,5
802,1
803,4
804,3
805,4
806,3
807,2
808,1
809,5
810,1
811,6
812,6
813,5
814,1
815,2
816,5
817,3
818,6
819,1
820,5
821,3
822,3
823,2
824,3
825,1
826,5
827,4
828,6
829,1
830,2
831,6
832,5
833,1
834,5
835,2
836,1
837,2
838,1
839,3
840,1
841,3
842,5
843,3
844,2
845,2
846,1
847,1
848,4
849,1
850,1
851,4
852,3
853,1
854,5
855,1
856,4
857,6
858,1
859,6
860,3
861,6
862,3
863,4
864,4
865,5
866,5
867,2
868,1
869,6
870,3
871,4
872,4
873,6
874,2
875,6
876,1
877,6
878,3
879,4
880,5
881,5
882,4
883,5
884,5
885,5
886,5
887,5
888,6
889,1
890,5
891,4
892,2
893,1
894,6
895,6
896,4
897,3
898,3
899,3
900,4
901,6
902,6
903,3
904,1
905,6
906,2
907,1
908,5
909,1
910,1
911,1
912,6
913,5
914,4
915,6
916,1
917,3
918,6
919,5
920,3
921,2
922,5
923,5
924,6
925,4
926,4
927,1
928,1
929,4
930,6
931,4
932,1
933,2
934,1
935,4
936,2
937,4
938,6
939,3
940,3
941,3
942,5
943,5
944,5
945,2
946,3
947,4
948,2
949,6
950,3
951,3
952,4
953,6
954,4
955,3
956,4
957,4
958,6
959,2
960,4
961,1
962,3
963,3
964,5
965,4
966,4
967,5
968,2
969,2
970,6
971,6
972,3
973,3
974,2
975,4
976,6
977,6
978,4
979,2
980,5
981,6
982,6
983,3
984,4
985,2
986,2
987,6
988,6
989,5
990,5
991,2
992,1
993,2
994,4
995,5
996,1
997,4
998,2
999,1
1000,6
1001,6
1002,3
1003,5
1004,6
1005,1
1006,6
1007,6
1008,1
1009,5
1010,6
1011,4
1012,6
1013,2
1014,4
1015,1
1016,5
1017,4
1018,2
1019,2
1020,3
1021,1
1022,6
1023,1
1024,2
1025,3
1026,4
1027,6
1028,4
1029,4
1030,2
1031,1
1032,2
1033,2
1034,6
1035,3
1036,1
1037,2
1038,4
1039,4
1040,5
1041,5
1042,4
1043,1
1044,4
1045,1
1046,1
1047,5
1048,6
1049,6
1050,1
1051,2
1052,1
1053,1
1054,5
1055,1
1056,5
1057,4
1058,1
1059,6
1060,4
1061,2
1062,2
1063,1
1064,2
1065,4
1066,3
1067,3
1068,1
1069,5
1070,6
1071,6
1072,5
1073,2
1074,6
1075,4
1076,5
1077,2
1078,3
1079,4
1080,3
1081,6
1082,3
1083,2
1084,6
1085,2
1086,5
1087,5
1088,4
1089,2
1090,1
1091,1
1092,2
1093,3
1094,5
1095,3
1096,5
1097,5
1098,5
1099,5
1100,2
1101,1
1102,2
1103,1
1104,1
1105,2
1106,6
1107,6
1108,6
1109,2
1110,1
1111,5
1112,2
1113,3
1114,2
1115,4
1116,2
1117,1
1118,4
1119,2
1120,1
1121,4
1122,5
1123,3
1124,5
1125,5
1126,3
1127,6
1128,6
1129,5
1130,1
1131,2
1132,3
1133,1
1134,5
1135,4
1136,1
1137,5
1138,6
1139,2
1140,4
1141,4
1142,6
1143,4
1144,2
1145,1
1146,6
1147,1
1148,6
1149,3
1150,5
1151,6
1152,3
1153,3
1154,5
1155,4
1156,6
1157,2
1158,6
1159,1
1160,1
1161,5
1162,6
1163,1
1164,5
1165,3
1166,3
1167,5
1168,3
1169,3
1170,3
1171,1
1172,2
1173,2
1174,3
1175,6
1176,4
1177,6
1178,5
1179,4
1180,5
1181,1
1182,1
1183,4
1184,4
1185,5
1186,6
1187,3
1188,6
1189,4
1190,4
1191,6
1192,1
1193,5
1194,5
1195,2
1196,5
1197,3
1198,2
1199,5
1200,3
1201,6
1202,1
1203,5
1204,6
1205,1
1206,6
1207,1
1208,1
1209,2
1210,4
1211,1
1212,2
1213,6
1214,6
1215,4
1216,6
1217,2
1218,6
1219,6
1220,1
1221,1
1222,4
1223,5
1224,3
1225,3
1226,4
1227,2
1228,2
1229,5
1230,2
1231,6
1232,6
1233,6
1234,4
1235,5
1236,5
1237,1
1238,2
1239,4
1240,4
1241,6
1242,6
1243,4
1244,5
1245,1
1246,3
1247,4
1248,6
1249,6
1250,2
1251,1
1252,4
1253,3
1254,5
1255,4
1256,6
1257,6
1258,5
1259,1
1260,3
1261,5
1262,2
1263,3
1264,5
1265,5
1266,4
1267,2
1268,3
1269,4
1270,6
1271,4
1272,4
1273,2
1274,5
1275,4
1276,2
1277,2
1278,5
1279,3
1280,3
1281,6
1282,5
1283,2
1284,4
1285,4
1286,6
1287,6
1288,2
1289,2
1290,5
1291,1
1292,6
1293,4
1294,1
1295,3
1296,4
1297,5
1298,2
1299,3
1300,1
1301,4
1302,5
1303,6
1304,6
1305,2
1306,3
1307,4
1308,5
1309,5
1310,5
1311,4
1312,4
1313,5
1314,4
1315,5
1316,3
1317,3
1318,6
1319,1
1320,5
1321,2
1322,4
1323,2
1324,6
1325,4
1326,2
1327,2
1328,6
1329,5
1330,4
1331,6
1332,4
1333,4
1334,3
1335,2
1336,6
1337,6
1338,5
1339,5
1340,5
1341,4
1342,3
1343,4
1344,3
1345,5
1346,6
1347,4
1348,1
1349,4
1350,2
1351,4
1352,4
1353,3
1354,5
1355,5
1356,2
1357,5
1358,2
1359,1
1360,5
1361,5
1362,4
1363,6
1364,6
1365,2
1366,3
1367,2
1368,1
1369,2
1370,5
1371,3
1372,5
1373,5
1374,5
1375,6
1376,5
1377,4
1378,2
1379,5
1380,1
1381,6
1382,6
1383,5
1384,5
1385,5
1386,1
1387,6
1388,2
1389,3
1390,5
1391,6
1392,3
1393,4
1394,4
1395,5
1396,4
1397,6
1398,4
1399,2
1400,6
1401,6
1402,2
1403,1
1404,6
1405,6
1406,3
1407,3
1408,2
1409,6
1410,4
1411,2
1412,2
1413,4
1414,6
1415,3
1416,4
1417,1
1418,6
1419,5
1420,4
1421,5
1422,1
1423,5
1424,6
1425,6
1426,6
1427,1
1428,5
1429,6
1430,6
1431,5
1432,2
1433,4
1434,3
1435,2
1436,6
1437,1
1438,2
1439,6
1440,4
1441,1
1442,6
1443,6
1444,4
1445,6
1446,6
1447,5
1448,5
1449,3
1450,4
1451,6
1452,3
1453,1
1454,6
1455,4
1456,4
1457,4
1458,4
1459,4
1460,5
1461,4
1462,1
1463,3
1464,1
1465,1
1466,3
1467,2
1468,5
1469,6
1470,2
1471,5
1472,6
1473,4
1474,1
1475,1
1476,1
1477,5
1478,5
1479,5
1480,1
1481,2
1482,2
1483,2
1484,6
1485,1
1486,6
1487,2
1488,2
1489,3
1490,6
1491,6
1492,6
1493,6
1494,3
1495,3
1496,2
1497,4
1498,6
1499,3
1500,5
1501,1
1502,1
1503,1
1504,6
1505,6
1506,6
1507,6
1508,3
1509,5
1510,1
1511,5
1512,2
1513,2
1514,5
1515,6
1516,1
1517,6
1518,6
1519,2
1520,6
1521,1
1522,6
1523,3
1524,2
1525,5
1526,4
1527,5
1528,1
1529,4
1530,5
1531,4
1532,3
1533,4
1534,4
1535,1
1536,5
1537,6
1538,5
1539,3
1540,2
1541,3
1542,4
1543,6
1544,2
1545,3
1546,2
1547,5
1548,2
1549,2
1550,2
1551,2
1552,5
1553,4
1554,1
1555,1
1556,3
1557,5
1558,3
1559,6
1560,2
1561,5
1562,4
1563,2
1564,1
1565,1
1566,4
1567,3
1568,3
1569,6
1570,3
1571,3
1572,1
1573,6
1574,1
1575,6
1576,6
1577,2
1578,5
1579,3
1580,6
1581,2
1582,3
1583,1
1584,1
1585,3
1586,5
1587,3
1588,4
1589,3
1590,1
1591,5
1592,3
1593,6
1594,6
1595,3
1596,6
1597,5
1598,5
1599,4
1600,6
1601,5
1602,2
1603,4
1604,4
1605,5
1606,1
1607,3
1608,5
1609,1
1610,1
1611,2
1612,6
1613,4
1614,3
1615,2
1616,5
1617,4
1618,4
1619,4
1620,6
1621,2
1622,6
1623,3
1624,5
1625,2
1626,5
1627,6
1628,1
1629,2
1630,3
1631,2
1632,6
1633,2
1634,1
1635,2
1636,4
1637,6
1638,1
1639,4
1640,6
1641,2
1642,2
1643,5
1644,4
1645,1
1646,5
1647,6
1648,6
1649,5
1650,3
1651,5
1652,2
1653,5
1654,3
1655,3
1656,6
1657,4
1658,2
1659,3
1660,4
1661,5
1662,6
1663,2
1664,4
1665,4
1666,4
1667,4
1668,1
1669,2
1670,1
1671,6
1672,4
1673,5
1674,1
1675,1
1676,1
1677,2
1678,6
1679,4
1680,1
1681,1
1682,6
1683,6
1684,4
1685,6
1686,4
1687,2
1688,1
1689,5
1690,3
1691,1
1692,2
1693,1
1694,5
1695,1
1696,2
1697,2
1698,1
1699,2
1700,2
1701,2
1702,1
1703,6
1704,6
1705,4
1706,1
1707,4
1708,2
1709,6
1710,6
1711,5
1712,2
1713,6
1714,5
1715,2
1716,3
1717,4
1718,4
1719,1
1720,3
1721,3
1722,6
1723,3
1724,6
1725,3
1726,4
1727,1
1728,1
1729,2
1730,5
1731,3
1732,1
1733,3
1734,3
1735,3
1736,1
1737,5
1738,1
1739,4
1740,2
1741,6
1742,2
1743,2
1744,6
1745,5
1746,4
1747,3
1748,4
1749,3
1750,4
1751,4
1752,6
1753,2
1754,5
1755,5
1756,5
1757,1
1758,4
1759,6
1760,3
1761,5
1762,6
1763,4
1764,5
1765,3
1766,4
1767,4
1768,5
1769,6
1770,4
1771,4
1772,3
1773,4
1774,1
1775,5
1776,6
1777,3
1778,2
1779,2
1780,5
1781,6
1782,4
1783,1
1784,1
1785,1
1786,5
1787,1
1788,4
1789,5
1790,3
1791,3
1792,5
1793,6
1794,5
1795,1
1796,5
1797,2
1798,5
1799,1
1800,6
1801,1
1802,5
1803,6
1804,1
1805,3
1806,4
1807,6
1808,4
1809,2
1810,5
1811,3
1812,4
1813,6
1814,3
1815,4
1816,5
1817,4
1818,2
1819,6
1820,6
1821,3
1822,5
1823,6
1824,2
1825,3
1826,1
1827,6
1828,5
1829,6
1830,6
1831,3
1832,2
1833,3
1834,5
1835,1
1836,4
1837,5
1838,2
1839,4
1840,4
1841,2
1842,2
1843,3
1844,1
1845,6
1846,1
1847,2
1848,2
1849,3
1850,5
1851,2
1852,3
1853,4
1854,6
1855,6
1856,5
1857,5
1858,6
1859,2
1860,1
1861,2
1862,1
1863,6
1864,3
1865,6
1866,4
1867,1
1868,3
1869,5
1870,3
1871,6
1872,4
1873,4
1874,4
1875,4
1876,1
1877,6
1878,3
1879,6
1880,1
1881,4
1882,6
1883,5
1884,4
1885,4
1886,4
1887,1
1888,2
1889,4
1890,5
1891,5
1892,6
1893,6
1894,5
1895,1
1896,1
1897,3
1898,2
1899,4
1900,5
1901,5
1902,5
1903,1
1904,2
1905,5
1906,3
1907,2
1908,2
1909,5
1910,5
1911,6
1912,3
1913,2
1914,4
1915,6
1916,2
1917,5
1918,1
1919,2
1920,1
1921,1
1922,5
1923,6
1924,4
1925,2
1926,3
1927,1
1928,3
1929,2
1930,4
1931,3
1932,5
1933,1
1934,6
1935,4
1936,5
1937,1
1938,4
1939,6
1940,1
1941,1
1942,4
1943,5
1944,4
1945,2
1946,6
1947,4
1948,5
1949,4
1950,5
1951,4
1952,5
1953,2
1954,5
1955,1
1956,2
1957,3
1958,2
1959,1
1960,4
1961,2
1962,3
1963,1
1964,4
1965,1
1966,4
1967,2
1968,1
1969,3
1970,4
1971,1
1972,3
1973,1
1974,5
1975,4
1976,2
1977,4
1978,1
1979,5
1980,3
1981,2
1982,1
1983,3
1984,2
1985,1
1986,4
1987,6
1988,1
1989,3
1990,5
1991,1
1992,1
1993,3
1994,2
1995,3
1996,2
1997,1
1998,5
1999,3
2000,4
2001,6
2002,6
2003,2
2004,5
2005,6
2006,3
2007,5
2008,2
2009,4
2010,1
2011,1
2012,4
2013,6
2014,1
2015,6
2016,4
2017,6
2018,3
2019,4
2020,4
2021,1
2022,2
2023,3
2024,6
2025,3
2026,6
2027,4
2028,6
2029,5
2030,1
2031,2
2032,6
2033,4
2034,6
2035,2
2036,6
2037,2
2038,3
2039,4
2040,3
2041,5
2042,4
2043,2
2044,4
2045,2
2046,3
2047,3
2048,4
2049,5
2050,2
2051,2
2052,2
2053,5
2054,2
2055,2
2056,1
2057,6
2058,4
2059,2
2060,4
2061,6
2062,5
2063,5
2064,6
2065,6
2066,4
2067,3
2068,1
2069,4
2070,2
2071,5
2072,6
2073,1
2074,6
2075,6
2076,2
2077,5
2078,4
2079,5
2080,4
2081,1
2082,4
2083,6
2084,4
2085,5
2086,4
2087,2
2088,5
2089,2
2090,2
2091,4
2092,3
2093,3
2094,6
2095,4
2096,3
2097,6
2098,1
2099,2
2100,5
2101,1
2102,5
2103,3
2104,6
2105,5
2106,4
2107,2
2108,1
2109,6
2110,1
2111,1
2112,5
2113,3
2114,4
2115,3
2116,6
2117,1
2118,3
2119,2
2120,4
2121,4
2122,5
2123,1
2124,5
2125,5
2126,5
2127,2
2128,2
2129,6
2130,2
2131,3
2132,2
2133,6
2134,1
2135,1
2136,4
2137,4
2138,6
2139,3
2140,2
2141,4
2142,6
2143,3
2144,6
2145,4
2146,6
2147,4
2148,4
2149,4
2150,1
2151,4
2152,4
2153,3
2154,6
2155,5
2156,1
2157,2
2158,1
2159,4
2160,5
2161,2
2162,5
2163,1
2164,3
2165,3
2166,4
2167,5
2168,4
2169,4
2170,5
2171,6
2172,2
2173,5
2174,4
2175,5
2176,2
2177,1
2178,2
2179,6
2180,4
2181,5
2182,5
2183,4
2184,6
2185,6
2186,3
2187,1
2188,5
2189,1
2190,5
2191,1
2192,6
2193,1
2194,1
2195,1
2196,3
2197,2
2198,4
2199,1
2200,5
2201,4
2202,1
2203,1
2204,3
2205,4
2206,5
2207,2
2208,5
2209,3
2210,5
2211,6
2212,6
2213,2
2214,1
2215,3
2216,1
2217,1
2218,6
2219,4
2220,1
2221,6
2222,1
2223,6
2224,4
2225,5
2226,3
2227,1
2228,2
2229,6
2230,6
2231,4
2232,4
2233,4
2234,2
2235,4
2236,1
2237,5
2238,6
2239,3
2240,5
2241,4
2242,5
2243,3
2244,3
2245,5
2246,2
2247,4
2248,2
2249,5
2250,4
2251,5
2252,6
2253,4
2254,6
2255,4
2256,2
2257,5
2258,4
2259,6
2260,5
2261,2
2262,2
2263,2
2264,5
2265,5
2266,6
2267,6
2268,5
2269,1
2270,6
2271,6
2272,3
2273,5
2274,1
2275,5
2276,1
2277,3
2278,4
2279,3
2280,4
2281,2
2282,3
2283,6
2284,3
2285,4
2286,4
2287,3
2288,1
2289,1
2290,4
2291,5
2292,6
2293,5
2294,4
2295,6
2296,2
2297,5
2298,5
2299,5
2300,4
2301,2
2302,1
2303,4
2304,2
2305,5
2306,3
2307,6
2308,2
2309,3
2310,4
2311,5
2312,1
2313,4
2314,2
2315,1
2316,5
2317,5
2318,3
2319,1
2320,3
2321,5
2322,1
2323,5
2324,2
2325,6
2326,3
2327,2
2328,1
2329,2
2330,3
2331,4
2332,2
2333,3
2334,5
2335,2
2336,2
2337,1
2338,5
2339,5
2340,1
2341,5
2342,5
2343,1
2344,3
2345,2
2346,2
2347,1
2348,6
2349,4
2350,3
2351,2
2352,4
2353,5
2354,4
2355,6
2356,5
2357,6
2358,5
2359,2
2360,1
2361,1
2362,2
2363,5
2364,1
2365,6
2366,1
2367,2
2368,2
2369,2
2370,6
2371,4
2372,1
2373,4
2374,1
2375,2
2376,1
2377,4
2378,6
2379,4
2380,1
2381,3
2382,6
2383,6
2384,1
2385,2
2386,6
2387,1
2388,2
2389,2
2390,2
2391,2
2392,3
2393,3
2394,1
2395,3
2396,3
2397,6
2398,4
2399,6
2400,4
2401,1
2402,1
2403,2
2404,5
2405,2
2406,6
2407,2
2408,2
2409,2
2410,6
2411,6
2412,6
2413,1
2414,1
2415,1
2416,2
2417,5
2418,4
2419,1
2420,4
2421,4
2422,6
2423,5
2424,1
2425,5
2426,3
2427,1
2428,1
2429,4
2430,5
2431,4
2432,6
2433,5
2434,3
2435,2
2436,3
2437,4
2438,5
2439,5
2440,2
2441,2
2442,6
2443,4
2444,1
2445,3
2446,3
2447,2
2448,5
2449,6
2450,4
2451,1
2452,5
2453,2
2454,4
2455,3
2456,5
2457,4
2458,4
2459,3
2460,6
2461,1
2462,3
2463,3
2464,5
2465,2
2466,6
2467,5
2468,3
2469,5
2470,2
2471,6
2472,6
2473,5
2474,2
2475,6
2476,5
2477,3
2478,1
2479,3
2480,2
2481,5
2482,2
2483,2
2484,5
2485,2
2486,1
2487,3
2488,2
2489,4
2490,5
2491,2
2492,4
2493,6
2494,4
2495,4
2496,5
2497,6
2498,5
2499,3
2500,2
2501,5
2502,3
2503,1
2504,1
2505,2
2506,1
2507,5
2508,2
2509,4
2510,1
2511,6
2512,2
2513,5
2514,2
2515,2
2516,5
2517,2
2518,2
2519,4
2520,5
2521,3
2522,2
2523,5
2524,6
2525,1
2526,2
2527,2
2528,5
2529,3
2530,2
2531,3
2532,1
2533,6
2534,6
2535,1
2536,4
2537,5
2538,3
2539,6
2540,3
2541,6
2542,6
2543,1
2544,3
2545,6
2546,6
2547,5
2548,4
2549,3
2550,5
2551,3
2552,2
2553,1
2554,6
2555,1
2556,1
2557,5
2558,5
2559,2
2560,6
2561,2
2562,3
2563,3
2564,4
2565,2
2566,2
2567,4
2568,4
2569,3
2570,2
2571,2
2572,1
2573,2
2574,2
2575,3
2576,3
2577,4
2578,4
2579,2
2580,1
2581,1
2582,2
2583,1
2584,3
2585,5
2586,5
2587,3
2588,2
2589,4
2590,3
2591,2
2592,6
2593,1
2594,3
2595,4
2596,3
2597,5
2598,1
2599,1
2600,5
2601,5
2602,4
2603,5
2604,5
2605,5
2606,4
2607,4
2608,4
2609,3
2610,4
2611,3
2612,1
2613,2
2614,1
2615,2
2616,2
2617,6
2618,6
2619,3
2620,3
2621,1
2622,1
2623,6
2624,5
2625,6
2626,4
2627,6
2628,3
2629,1
2630,6
2631,6
2632,1
2633,1
2634,1
2635,4
2636,5
2637,1
2638,1
2639,2
2640,2
2641,2
2642,5
2643,1
2644,4
2645,6
2646,4
2647,3
2648,2
2649,6
2650,6
2651,1
2652,3
2653,6
2654,2
2655,5
2656,4
2657,5
2658,2
2659,5
2660,1
2661,4
2662,5
2663,3
2664,2
2665,1
2666,1
2667,6
2668,2
2669,1
2670,2
2671,1
2672,2
2673,1
2674,3
2675,1
2676,5
2677,5
2678,3
2679,6
2680,1
2681,3
2682,5
2683,3
2684,4
2685,2
2686,3
2687,4
2688,4
2689,3
2690,5
2691,1
2692,4
2693,1
2694,2
2695,1
2696,4
2697,4
2698,5
2699,4
2700,4
2701,2
2702,6
2703,5
2704,3
2705,2
2706,1
2707,4
2708,1
2709,6
2710,6
2711,4
2712,4
2713,5
2714,3
2715,2
2716,5
2717,3
2718,6
2719,6
2720,1
2721,6
2722,5
2723,3
2724,4
2725,3
2726,4
2727,1
2728,1
2729,1
2730,6
2731,4
2732,1
2733,1
2734,6
2735,6
2736,6
2737,6
2738,5
2739,2
2740,6
2741,1
2742,3
2743,3
2744,6
2745,5
2746,3
2747,4
2748,6
2749,4
2750,3
2751,3
2752,6
2753,4
2754,1
2755,6
2756,4
2757,5
2758,6
2759,5
2760,3
2761,2
2762,5
2763,6
2764,2
2765,1
2766,1
2767,1
2768,3
2769,4
2770,1
2771,3
2772,6
2773,3
2774,2
2775,6
2776,3
2777,2
2778,6
2779,4
2780,5
2781,4
2782,6
2783,1
2784,1
2785,3
2786,5
2787,6
2788,5
2789,6
2790,5
2791,1
2792,6
2793,1
2794,2
2795,5
2796,1
2797,6
2798,4
2799,4
