Id,Category
812,1
813,4
814,6
815,1
816,2
817,6
818,3
819,5
820,6
821,5
822,6
823,4
824,1
825,5
826,3
827,6
828,5
829,6
830,5
831,3
832,2
833,2
834,1
835,3
836,3
837,5
838,6
839,2
840,1
841,3
842,1
843,1
844,5
845,6
846,5
847,4
848,6
849,3
850,2
851,6
852,2
853,5
854,5
855,5
856,5
857,1
858,1
859,3
860,1
861,1
862,4
863,1
864,5
865,2
866,5
867,3
868,3
869,2
870,5
871,3
872,2
873,5
874,3
875,3
876,1
877,5
878,4
879,3
880,5
881,5
882,2
883,3
884,3
885,3
886,4
887,1
888,5
889,2
890,4
891,4
892,4
893,5
894,4
895,5
896,6
897,4
898,6
899,6
900,6
901,4
902,4
903,2
904,3
905,6
906,6
907,4
908,4
909,4
910,6
911,1
912,6
913,4
914,6
915,5
916,2
917,2
918,3
919,2
920,4
921,5
922,4
923,6
924,6
925,3
926,2
927,2
928,5
929,4
930,2
931,6
932,5
933,1
934,3
935,1
936,1
937,6
938,5
939,1
940,6
941,5
942,5
943,6
944,1
945,6
946,1
947,1
948,6
949,2
950,4
951,5
952,1
953,2
954,1
955,1
956,4
957,6
958,5
959,1
960,5
961,1
962,5
963,1
964,1
965,6
966,6
967,5
968,4
969,4
970,5
971,4
972,6
973,6
974,3
975,3
976,5
977,3
978,6
979,1
980,4
981,5
982,2
983,2
984,6
985,6
986,3
987,1
988,6
989,6
990,3
991,4
992,4
993,1
994,5
995,1
996,1
997,6
998,3
999,2
1000,5
1001,4
1002,4
1003,2
1004,6
1005,6
1006,5
1007,5
1008,4
1009,6
1010,5
1011,3
1012,5
1013,2
1014,6
1015,5
1016,4
1017,1
1018,2
1019,6
1020,4
1021,6
1022,5
1023,4
1024,4
1025,2
1026,6
1027,6
1028,5
1029,6
1030,4
1031,1
1032,4
1033,1
1034,2
1035,1
1036,6
1037,5
1038,1
1039,1
1040,1
1041,2
1042,1
1043,2
1044,3
1045,6
1046,3
1047,6
1048,6
1049,4
1050,4
1051,3
1052,6
1053,6
1054,6
1055,6
1056,1
1057,4
1058,2
1059,2
1060,6
1061,1
1062,4
1063,1
1064,1
1065,5
1066,4
1067,6
1068,4
1069,6
1070,5
1071,4
1072,4
1073,2
1074,6
1075,6
1076,1
1077,5
1078,1
1079,6
1080,3
1081,4
1082,3
1083,6
1084,5
1085,2
1086,4
1087,2
1088,1
1089,2
1090,5
1091,6
1092,4
1093,3
1094,5
1095,5
1096,5
1097,1
1098,3
1099,2
1100,4
1101,1
1102,4
1103,3
1104,4
1105,5
1106,1
1107,6
1108,6
1109,1
1110,5
1111,5
1112,3
1113,3
1114,6
1115,6
1116,4
1117,1
1118,1
1119,2
1120,6
1121,4
1122,6
1123,1
1124,5
1125,6
1126,6
1127,4
1128,1
1129,5
1130,4
1131,1
1132,5
1133,5
1134,6
1135,6
1136,2
1137,5
1138,4
1139,5
1140,1
1141,2
1142,2
1143,6
1144,6
1145,4
1146,1
1147,6
1148,5
1149,4
1150,4
1151,3
1152,4
1153,1
1154,1
1155,1
1156,1
1157,4
1158,5
1159,4
1160,2
1161,2
1162,6
1163,5
1164,6
1165,5
1166,5
1167,1
1168,4
1169,1
1170,6
1171,4
1172,6
1173,6
1174,5
1175,4
1176,2
1177,4
1178,4
1179,1
1180,6
1181,5
1182,4
1183,4
1184,3
1185,2
1186,5
1187,4
1188,3
1189,5
1190,1
1191,3
1192,2
1193,2
1194,5
1195,5
1196,3
1197,1
1198,3
1199,5
1200,1
1201,1
1202,3
1203,5
1204,1
1205,3
1206,6
1207,5
1208,6
1209,5
1210,1
1211,6
1212,3
1213,5
1214,2
1215,2
1216,4
1217,5
1218,6
1219,3
1220,1
1221,3
1222,3
1223,2
1224,3
1225,4
1226,1
1227,4
1228,2
1229,3
1230,1
1231,1
1232,2
1233,5
1234,1
1235,3
1236,2
1237,6
1238,5
1239,4
1240,1
1241,5
1242,3
1243,6
1244,4
1245,6
1246,2
1247,4
1248,1
1249,1
1250,2
1251,4
1252,6
1253,5
1254,6
1255,4
1256,1
1257,5
1258,3
1259,4
1260,1
1261,6
1262,1
1263,4
1264,1
1265,6
1266,4
1267,1
1268,5
1269,4
1270,1
1271,2
1272,1
1273,2
1274,1
1275,5
1276,6
1277,1
1278,1
1279,5
1280,1
1281,3
1282,5
1283,3
1284,5
1285,2
1286,4
1287,4
1288,3
1289,5
1290,4
1291,6
1292,3
1293,6
1294,5
1295,3
1296,6
1297,2
1298,4
1299,2
1300,1
1301,1
1302,6
1303,1
1304,3
1305,4
1306,4
1307,5
1308,4
1309,4
1310,5
1311,5
1312,5
1313,3
1314,6
1315,6
1316,6
1317,1
1318,3
1319,5
1320,6
1321,1
1322,1
1323,5
1324,6
1325,2
1326,2
1327,6
1328,2
1329,6
1330,4
1331,6
1332,3
1333,3
1334,1
1335,6
1336,4
1337,3
1338,6
1339,2
1340,5
1341,5
1342,4
1343,6
1344,3
1345,2
1346,5
1347,3
1348,1
1349,3
1350,2
1351,2
1352,4
1353,2
1354,6
1355,5
1356,1
1357,6
1358,2
1359,6
1360,4
1361,2
1362,1
1363,3
1364,1
1365,3
1366,1
1367,1
1368,3
1369,6
1370,6
1371,6
1372,1
1373,3
1374,1
1375,4
1376,4
1377,4
1378,6
1379,4
1380,5
1381,2
1382,5
1383,4
1384,6
1385,5
1386,6
1387,1
1388,5
1389,5
1390,5
1391,4
1392,4
1393,4
1394,2
1395,4
1396,5
1397,5
1398,1
1399,4
1400,1
1401,3
1402,4
1403,4
1404,1
1405,4
1406,4
1407,3
1408,1
1409,6
1410,3
1411,4
1412,2
1413,6
1414,5
1415,3
1416,5
1417,6
1418,2
1419,5
1420,5
1421,2
1422,2
1423,5
1424,4
1425,5
1426,4
1427,5
1428,5
1429,3
1430,4
1431,1
1432,2
1433,4
1434,2
1435,6
1436,1
1437,1
1438,3
1439,3
1440,1
1441,3
1442,6
1443,4
1444,6
1445,6
1446,5
1447,6
1448,4
1449,4
1450,3
1451,4
1452,2
1453,5
1454,4
1455,6
1456,4
1457,5
1458,4
1459,5
1460,4
1461,6
1462,1
1463,4
1464,1
1465,1
1466,5
1467,4
1468,3
1469,3
1470,3
1471,4
1472,6
1473,1
1474,4
1475,5
1476,1
1477,6
1478,4
1479,3
1480,4
1481,6
1482,4
1483,5
1484,1
1485,2
1486,4
1487,3
1488,6
1489,5
1490,4
1491,5
1492,4
1493,1
1494,3
1495,4
1496,3
1497,3
1498,1
1499,1
1500,1
1501,1
1502,3
1503,5
1504,5
1505,4
1506,2
1507,2
1508,2
1509,2
1510,3
1511,6
1512,1
1513,4
1514,2
1515,3
1516,2
1517,1
1518,3
1519,1
1520,6
1521,2
1522,1
1523,6
1524,4
1525,3
1526,4
1527,3
1528,1
1529,4
1530,1
1531,3
1532,4
1533,5
1534,3
1535,3
1536,6
1537,6
1538,3
1539,1
1540,6
1541,3
1542,3
1543,4
1544,1
1545,5
1546,5
1547,1
1548,1
1549,4
1550,1
1551,1
1552,5
1553,4
1554,4
1555,5
1556,1
1557,4
1558,2
1559,6
1560,6
1561,3
1562,2
1563,5
1564,6
1565,5
1566,5
1567,6
1568,6
1569,1
1570,4
1571,1
1572,3
1573,2
1574,4
1575,4
1576,4
1577,3
1578,6
1579,6
1580,1
1581,1
1582,4
1583,2
1584,4
1585,5
1586,4
1587,6
1588,5
1589,2
1590,4
1591,6
1592,3
1593,2
1594,2
1595,5
1596,3
1597,6
1598,4
1599,6
1600,4
1601,3
1602,6
1603,2
1604,5
1605,4
1606,2
1607,2
1608,5
1609,4
1610,4
1611,3
1612,4
1613,6
1614,3
1615,2
1616,6
1617,4
1618,2
1619,2
1620,6
1621,4
1622,5
1623,1
1624,1
1625,4
1626,6
1627,2
1628,5
1629,5
1630,4
1631,1
1632,2
1633,6
1634,2
1635,6
1636,1
1637,3
1638,6
1639,4
1640,2
1641,1
1642,5
1643,5
1644,4
1645,2
1646,2
1647,1
1648,4
1649,4
1650,2
1651,3
1652,1
1653,3
1654,3
1655,3
1656,1
1657,4
1658,6
1659,2
1660,6
1661,3
1662,4
1663,1
1664,4
1665,6
1666,2
1667,5
1668,5
1669,1
1670,4
1671,5
1672,2
1673,3
1674,1
1675,2
1676,3
1677,2
1678,6
1679,4
1680,1
1681,1
1682,6
1683,5
1684,5
1685,6
1686,4
1687,5
1688,6
1689,6
1690,6
1691,2
1692,4
1693,2
1694,5
1695,6
1696,4
1697,4
1698,5
1699,3
1700,1
1701,3
1702,3
1703,2
1704,3
1705,3
1706,4
1707,5
1708,1
1709,5
1710,4
1711,2
1712,4
1713,6
1714,5
1715,4
1716,4
1717,5
1718,6
1719,4
1720,4
1721,5
1722,2
1723,6
1724,2
1725,5
1726,3
1727,1
1728,3
1729,4
1730,4
1731,2
1732,5
1733,5
1734,3
1735,2
1736,3
1737,5
1738,2
1739,5
1740,4
1741,3
1742,6
1743,1
1744,3
1745,3
1746,2
1747,3
1748,6
1749,3
1750,1
1751,1
1752,6
1753,2
1754,3
1755,5
1756,4
1757,4
1758,3
1759,1
1760,1
1761,4
1762,1
1763,4
1764,3
1765,2
1766,6
1767,3
1768,6
1769,6
1770,4
1771,4
1772,3
1773,1
1774,6
1775,6
1776,1
1777,3
1778,4
1779,3
1780,3
1781,4
1782,5
1783,5
1784,4
1785,3
1786,6
1787,3
1788,3
1789,1
1790,6
1791,5
1792,2
1793,5
1794,2
1795,5
1796,2
1797,3
1798,2
1799,1
1800,4
1801,3
1802,5
1803,2
1804,5
1805,2
1806,3
1807,4
1808,3
1809,3
1810,3
1811,6
1812,1
1813,5
1814,5
1815,3
1816,6
1817,1
1818,6
1819,2
1820,1
1821,4
1822,3
1823,3
1824,5
1825,5
1826,6
1827,1
1828,5
1829,2
1830,3
1831,6
1832,4
1833,5
1834,3
1835,2
1836,1
1837,6
1838,4
1839,3
1840,4
1841,5
1842,1
1843,1
1844,6
1845,1
1846,3
1847,2
1848,2
1849,2
1850,5
1851,5
1852,1
1853,3
1854,3
1855,1
1856,1
1857,6
1858,4
1859,1
1860,4
1861,3
1862,6
1863,3
1864,2
1865,4
1866,5
1867,2
1868,4
1869,3
1870,3
1871,3
1872,6
1873,3
1874,3
1875,6
1876,1
1877,6
1878,4
1879,6
1880,6
1881,6
1882,3
1883,1
1884,1
1885,4
1886,4
1887,4
1888,5
1889,3
1890,5
1891,6
1892,4
1893,5
1894,2
1895,4
1896,5
1897,4
1898,2
1899,2
1900,5
1901,3
1902,3
1903,1
1904,2
1905,2
1906,3
1907,4
1908,2
1909,4
1910,4
1911,6
1912,5
1913,6
1914,3
1915,6
1916,4
1917,6
1918,4
1919,4
1920,4
1921,6
1922,1
1923,3
1924,5
1925,4
1926,1
1927,2
1928,5
1929,2
1930,1
1931,6
1932,6
1933,5
1934,1
1935,5
1936,2
1937,5
1938,1
1939,4
1940,1
1941,6
1942,1
1943,3
1944,5
1945,2
1946,2
1947,2
1948,4
1949,5
1950,5
1951,5
1952,5
1953,4
1954,6
1955,4
1956,1
1957,4
1958,5
1959,6
1960,1
1961,6
1962,2
1963,6
1964,4
1965,5
1966,2
1967,1
1968,4
1969,5
1970,6
1971,4
1972,6
1973,3
1974,1
1975,6
1976,4
1977,4
1978,5
1979,1
1980,3
1981,4
1982,3
1983,5
1984,1
1985,4
1986,4
1987,6
1988,6
1989,5
1990,6
1991,3
1992,5
1993,5
1994,4
1995,2
1996,2
1997,6
1998,5
1999,6
